amp, max, min, volt, max, min, wattage, mah, Joule
336.03,334.8,333.9,4.97,4.97,4.97,2.0,178.16,0.3
336.27,336.6,335.6,4.97,4.97,4.97,2.0,178.18,0.3
336.13,336.1,335.7,4.97,4.97,4.97,2.0,178.2,0.3
409.4,451.6,336.1,4.95,4.95,4.92,2.0,178.23,0.3
462.77,479.2,451.6,4.93,4.93,4.92,2.0,178.25,0.3
431.7,475.6,340.3,4.94,4.97,4.92,2.0,178.28,0.3
339.07,340.0,336.9,4.97,4.97,4.97,2.0,178.29,0.3
235.33,185.1,184.0,4.99,5.01,4.97,1.0,178.3,0.15
146.93,128.6,128.2,5.02,5.02,5.01,1.0,178.31,0.15
127.97,127.9,127.8,5.02,5.02,5.02,1.0,178.32,0.15
127.97,127.5,127.4,5.02,5.02,5.02,1.0,178.33,0.15
127.3,127.4,127.0,5.02,5.03,5.02,1.0,178.34,0.15
129.57,134.6,127.0,5.03,5.03,5.02,1.0,178.34,0.15
129.5,127.0,126.9,5.02,5.02,5.02,1.0,178.35,0.15
126.9,127.0,126.7,5.02,5.02,5.02,1.0,178.36,0.15
127.83,128.6,126.7,5.02,5.02,5.02,1.0,178.37,0.15
127.13,126.7,126.5,5.02,5.02,5.02,1.0,178.37,0.15
126.63,126.7,126.5,5.03,5.03,5.02,1.0,178.38,0.15
126.73,127.0,126.5,5.02,5.02,5.02,1.0,178.39,0.15
126.6,126.5,126.3,5.02,5.02,5.02,1.0,178.39,0.15
126.97,127.7,126.6,5.02,5.02,5.02,1.0,178.4,0.15
127.23,127.6,126.4,5.02,5.02,5.02,1.0,178.41,0.15
126.33,126.7,125.9,5.02,5.02,5.02,1.0,178.42,0.15
126.2,126.4,125.9,5.02,5.02,5.02,1.0,178.42,0.15
126.8,127.9,126.2,5.02,5.03,5.02,1.0,178.43,0.15
126.93,126.5,126.4,5.03,5.02,5.02,1.0,178.44,0.15
128.17,129.6,126.4,5.02,5.02,5.02,1.0,178.45,0.15
155.77,211.4,126.3,5.02,5.02,5.02,1.0,178.46,0.15
175.17,285.2,28.9,5.02,5.05,4.99,1.0,178.46,0.15
24.13,28.8,14.7,5.05,5.05,5.05,0.0,178.47,0.0
14.6,14.3,14.3,5.05,5.05,5.05,0.0,178.47,0.0
131.9,302.5,14.8,5.02,5.04,4.98,1.0,178.48,0.15
326.58,335.3,302.5,4.97,4.97,4.97,2.0,178.5,0.3
335.7,336.3,335.3,4.97,4.97,4.97,2.0,178.52,0.3
368.13,431.5,336.3,4.96,4.97,4.94,2.0,178.54,0.3
394.8,414.1,338.8,4.95,4.97,4.94,2.0,178.57,0.3
362.77,337.4,336.8,4.97,4.97,4.97,2.0,178.58,0.3
337.7,338.8,336.9,4.97,4.97,4.97,2.0,178.6,0.3
338.6,339.4,337.6,4.97,4.97,4.97,2.0,178.62,0.3
337.7,337.9,337.6,4.97,4.97,4.97,2.0,178.64,0.3
337.93,337.9,337.7,4.97,4.97,4.97,2.0,178.67,0.3
337.97,338.5,337.7,4.97,4.97,4.97,2.0,178.69,0.3
340.33,343.8,337.7,4.97,4.97,4.97,2.0,178.71,0.3
339.0,339.3,338.2,4.97,4.97,4.97,2.0,178.73,0.3
338.37,338.6,338.2,4.97,4.97,4.97,2.0,178.74,0.3
338.8,339.0,338.6,4.97,4.97,4.97,2.0,178.76,0.3
339.23,339.7,339.0,4.97,4.97,4.97,2.0,178.78,0.3
339.07,339.2,339.0,4.97,4.97,4.96,2.0,178.8,0.3
339.5,340.3,339.0,4.97,4.97,4.97,2.0,178.82,0.3
340.23,340.3,339.7,4.97,4.97,4.97,2.0,178.85,0.3
339.83,339.7,339.5,4.97,4.97,4.97,2.0,178.87,0.3
341.47,342.5,339.7,4.97,4.97,4.97,2.0,178.89,0.3
201.67,132.3,130.2,5.0,5.02,4.97,1.0,178.89,0.15
129.8,129.7,129.5,5.02,5.02,5.02,1.0,178.9,0.15
185.73,297.3,129.5,5.01,5.02,4.99,1.0,178.91,0.15
186.23,131.0,130.4,5.01,5.03,4.99,1.0,178.92,0.15
129.3,128.6,128.3,5.02,5.02,5.02,1.0,178.93,0.15
148.73,190.1,127.8,5.02,5.02,5.01,1.0,178.94,0.15
235.33,386.2,129.7,4.99,5.02,4.95,1.0,178.95,0.15
165.03,183.8,128.5,5.02,5.01,5.01,1.0,178.96,0.15
146.8,128.3,128.3,5.02,5.02,5.01,1.0,178.97,0.15
128.03,128.1,127.7,5.02,5.02,5.02,1.0,178.98,0.15
128.0,128.3,127.6,5.02,5.02,5.02,1.0,178.98,0.15
127.93,127.8,127.7,5.02,5.02,5.02,1.0,178.99,0.15
127.67,127.8,127.5,5.02,5.02,5.02,1.0,179.0,0.15
128.43,128.8,127.8,5.02,5.02,5.02,1.0,179.01,0.15
127.9,127.6,127.4,5.02,5.02,5.02,1.0,179.01,0.15
127.53,127.5,127.5,5.02,5.02,5.02,1.0,179.02,0.15
127.33,127.4,127.1,5.02,5.03,5.02,1.0,179.03,0.15
127.0,127.2,126.7,5.03,5.03,5.02,1.0,179.04,0.15
127.43,128.0,127.1,5.02,5.02,5.02,1.0,179.05,0.15
127.63,127.5,127.4,5.03,5.03,5.02,1.0,179.05,0.15
127.07,127.0,126.7,5.02,5.02,5.02,1.0,179.06,0.15
126.87,127.0,126.7,5.02,5.02,5.02,1.0,179.07,0.15
126.93,127.1,126.8,5.02,5.02,5.02,1.0,179.07,0.15
127.13,127.3,126.8,5.02,5.02,5.02,1.0,179.08,0.15
224.9,384.2,127.3,4.99,4.99,4.96,1.0,179.1,0.15
122.3,81.4,81.4,5.01,5.03,4.99,1.0,179.1,0.15
108.55,125.1,81.4,5.03,5.04,5.02,1.0,179.11,0.15
142.73,124.5,120.7,5.03,5.05,5.0,1.0,179.12,0.15
171.77,277.7,116.9,4.99,4.99,4.97,1.0,179.13,0.15
202.8,218.0,112.7,5.0,5.03,4.98,1.0,179.14,0.15
141.83,203.0,109.8,5.01,5.03,4.97,1.0,179.15,0.15
111.93,117.1,108.9,5.03,5.03,5.02,1.0,179.15,0.15
108.87,109.2,108.5,5.03,5.03,5.03,1.0,179.16,0.15
162.33,269.7,108.5,5.03,5.03,5.02,1.0,179.17,0.15
193.57,361.4,108.8,5.0,5.03,4.95,1.0,179.18,0.15
153.73,236.0,110.5,5.01,5.01,4.99,1.0,179.19,0.15
159.3,130.2,111.7,5.01,5.02,4.99,1.0,179.2,0.15
124.9,137.3,109.5,5.02,5.03,5.0,1.0,179.21,0.15
262.37,364.4,137.3,4.97,4.96,4.96,1.0,179.23,0.15
210.13,216.9,128.1,4.99,5.02,4.96,1.0,179.24,0.15
123.97,128.2,115.6,5.02,5.03,5.02,1.0,179.25,0.15
175.6,243.6,115.6,5.01,5.02,4.99,1.0,179.26,0.15
163.0,155.0,90.4,5.01,5.02,4.99,1.0,179.26,0.15
210.6,288.3,90.4,5.01,5.01,5.0,1.0,179.28,0.15
209.3,243.9,130.9,5.01,5.02,5.0,1.0,179.29,0.15
124.83,130.8,112.8,5.03,5.03,5.02,1.0,179.3,0.15
113.67,116.8,111.4,5.02,5.03,4.99,1.0,179.31,0.15
107.8,111.8,75.7,5.02,5.04,4.99,1.0,179.31,0.15
90.77,113.5,75.7,5.03,5.04,5.03,0.0,179.32,0.0
56.3,29.5,29.5,5.04,5.05,5.04,0.0,179.32,0.0
19.33,14.5,14.0,5.05,5.05,5.05,0.0,179.32,0.0
48.93,83.3,14.0,5.04,5.05,5.03,0.0,179.32,0.0
15.4,15.4,15.4,5.05,5.05,5.05,0.0,179.32,0.0
14.4,14.0,13.8,5.05,5.06,5.05,0.0,179.32,0.0
31.02,81.7,14.0,5.05,5.05,5.04,0.0,179.33,0.0
77.3,75.1,75.1,5.04,5.04,5.04,0.0,179.33,0.0
92.4,136.2,65.9,5.03,5.04,5.03,0.0,179.34,0.0
123.03,122.4,110.5,5.03,5.04,5.03,1.0,179.35,0.15
153.4,109.3,80.2,5.02,5.04,4.98,1.0,179.36,0.15
108.15,136.1,80.2,5.03,5.03,5.03,1.0,179.36,0.15
119.93,128.2,102.5,5.03,5.03,5.02,1.0,179.37,0.15
146.9,196.5,116.0,5.03,5.03,5.02,1.0,179.38,0.15
267.77,360.1,116.0,4.99,4.99,4.97,1.0,179.4,0.15
221.07,189.4,146.6,5.0,5.02,4.98,1.0,179.41,0.15
175.6,226.5,110.9,5.0,5.03,4.98,1.0,179.42,0.15
149.9,111.7,111.5,5.02,5.03,5.0,1.0,179.42,0.15
122.6,132.1,111.7,5.01,5.01,5.0,1.0,179.43,0.15
184.63,310.2,111.6,5.01,5.03,4.99,1.0,179.45,0.15
225.6,169.6,158.5,5.01,5.03,4.99,1.0,179.46,0.15
130.73,111.4,111.2,5.03,5.03,5.02,1.0,179.47,0.15
116.2,126.2,111.0,5.03,5.03,5.02,1.0,179.47,0.15
109.57,111.0,106.7,5.02,5.03,5.01,1.0,179.48,0.15
85.8,75.5,75.2,5.03,5.04,5.01,0.0,179.48,0.0
84.43,105.2,72.9,5.04,5.04,5.03,0.0,179.49,0.0
37.63,25.2,14.8,5.05,5.05,5.04,0.0,179.49,0.0
14.4,14.0,14.0,5.05,5.05,5.05,0.0,179.49,0.0
59.03,81.6,14.0,5.04,5.04,5.04,0.0,179.49,0.0
76.85,75.4,75.1,5.04,5.04,5.04,0.0,179.5,0.0
34.53,14.1,14.1,5.05,5.05,5.04,0.0,179.5,0.0
26.37,49.7,14.1,5.05,5.05,5.04,0.0,179.5,0.0
62.3,74.9,49.7,5.04,5.04,5.04,0.0,179.51,0.0
54.8,75.2,14.3,5.04,5.05,5.04,0.0,179.51,0.0
113.0,213.1,14.3,5.02,5.03,5.0,1.0,179.52,0.15
113.07,117.8,110.4,5.03,5.03,5.03,1.0,179.53,0.15
340.1,459.3,117.8,4.97,4.94,4.93,2.0,179.55,0.3
448.07,443.9,441.0,4.94,4.94,4.93,2.0,179.58,0.3
434.17,481.2,380.3,4.94,4.95,4.94,2.0,179.6,0.3
204.33,128.6,3.2,5.01,5.06,4.94,1.0,179.6,0.15
3.13,3.2,3.0,5.06,5.06,5.06,0.0,179.6,0.0
3.15,3.1,3.1,5.06,5.06,5.06,0.0,179.6,0.0
3.0,3.1,2.9,5.06,5.06,5.06,0.0,179.6,0.0
3.07,3.3,2.9,5.06,5.06,5.06,0.0,179.6,0.0
3.67,4.6,3.1,5.06,5.06,5.06,0.0,179.6,0.0
3.07,3.2,2.9,5.06,5.06,5.06,0.0,179.61,0.0
3.1,3.4,2.9,5.06,5.06,5.06,0.0,179.61,0.0
3.6,4.5,3.0,5.06,5.06,5.06,0.0,179.61,0.0
20.53,55.0,3.3,5.05,5.06,5.04,0.0,179.61,0.0
3.67,4.5,3.2,5.06,5.06,5.06,0.0,179.61,0.0
3.63,3.3,3.1,5.06,5.06,5.06,0.0,179.61,0.0
3.1,3.1,3.1,5.06,5.06,5.06,0.0,179.61,0.0
3.03,3.1,2.9,5.06,5.06,5.06,0.0,179.61,0.0
20.7,56.2,2.9,5.05,5.06,5.05,0.0,179.61,0.0
20.87,3.3,3.1,5.05,5.06,5.05,0.0,179.61,0.0
2.9,3.1,2.7,5.06,5.06,5.06,0.0,179.61,0.0
2.93,3.0,2.9,5.06,5.06,5.06,0.0,179.61,0.0
3.53,4.6,3.0,5.06,5.06,5.06,0.0,179.61,0.0
3.07,3.2,3.0,5.05,5.06,5.05,0.0,179.61,0.0
3.4,4.2,2.8,5.06,5.06,5.06,0.0,179.61,0.0
3.4,3.1,2.9,5.06,5.06,5.06,0.0,179.61,0.0
3.13,3.2,3.1,5.06,5.06,5.06,0.0,179.61,0.0
3.17,3.2,3.1,5.06,5.06,5.06,0.0,179.61,0.0
3.1,3.2,2.9,5.06,5.06,5.06,0.0,179.61,0.0
3.1,3.3,2.9,5.06,5.06,5.06,0.0,179.61,0.0
3.63,4.6,3.0,5.06,5.06,5.06,0.0,179.61,0.0
20.53,55.7,2.9,5.05,5.06,5.04,0.0,179.61,0.0
3.4,4.5,2.8,5.06,5.06,5.06,0.0,179.61,0.0
3.53,3.1,3.0,5.06,5.06,5.06,0.0,179.61,0.0
3.03,3.0,3.0,5.06,5.06,5.06,0.0,179.61,0.0
3.57,4.8,2.9,5.06,5.06,5.06,0.0,179.61,0.0
3.0,3.1,2.9,5.06,5.06,5.06,0.0,179.61,0.0
3.03,3.1,3.0,5.06,5.06,5.06,0.0,179.61,0.0
20.6,55.9,2.9,5.05,5.06,5.04,0.0,179.62,0.0
20.57,3.0,2.8,5.05,5.06,5.04,0.0,179.62,0.0
3.5,4.4,3.0,5.06,5.06,5.05,0.0,179.62,0.0
3.4,3.1,2.7,5.06,5.06,5.05,0.0,179.62,0.0
3.53,4.5,3.0,5.06,5.06,5.06,0.0,179.62,0.0
3.4,3.1,2.6,5.06,5.06,5.06,0.0,179.62,0.0
3.0,3.3,2.6,5.06,5.06,5.06,0.0,179.62,0.0
3.13,3.2,2.9,5.06,5.06,5.06,0.0,179.62,0.0
3.6,4.6,3.0,5.06,5.06,5.06,0.0,179.62,0.0
3.0,3.2,2.8,5.06,5.06,5.06,0.0,179.62,0.0
3.1,3.1,3.0,5.05,5.06,5.06,0.0,179.62,0.0
20.27,2.9,2.9,5.05,5.06,5.04,0.0,179.62,0.0
2.83,2.8,2.8,5.06,5.06,5.06,0.0,179.62,0.0
3.43,4.5,2.8,5.06,5.06,5.06,0.0,179.62,0.0
3.6,4.6,3.0,5.06,5.06,5.06,0.0,179.62,0.0
3.5,3.0,2.9,5.06,5.06,5.06,0.0,179.62,0.0
3.1,3.3,3.0,5.06,5.06,5.06,0.0,179.62,0.0
3.13,3.2,2.9,5.05,5.06,5.05,0.0,179.62,0.0
3.03,3.2,2.9,5.06,5.06,5.05,0.0,179.62,0.0
3.17,3.2,3.1,5.06,5.06,5.06,0.0,179.62,0.0
3.3,3.4,3.2,5.06,5.06,5.06,0.0,179.62,0.0
3.23,3.3,3.0,5.06,5.06,5.06,0.0,179.62,0.0
2.9,2.7,2.7,5.06,5.06,5.06,0.0,179.62,0.0
2.97,3.1,2.7,5.06,5.06,5.06,0.0,179.62,0.0
3.13,3.2,3.1,5.06,5.06,5.06,0.0,179.62,0.0
3.53,4.4,3.0,5.06,5.06,5.06,0.0,179.62,0.0
2.93,3.0,2.9,5.06,5.06,5.06,0.0,179.62,0.0
3.0,3.2,2.9,5.06,5.06,5.06,0.0,179.62,0.0
4.03,4.6,2.9,5.06,5.06,5.06,0.0,179.62,0.0
3.57,3.1,3.0,5.06,5.06,5.06,0.0,179.62,0.0
2.9,2.9,2.7,5.06,5.06,5.06,0.0,179.62,0.0
2.97,3.3,2.7,5.06,5.06,5.06,0.0,179.62,0.0
2.93,3.0,2.9,5.06,5.06,5.06,0.0,179.62,0.0
3.07,3.1,3.0,5.06,5.06,5.06,0.0,179.62,0.0
3.6,4.7,3.0,5.06,5.06,5.06,0.0,179.62,0.0
3.47,4.3,3.0,5.06,5.06,5.06,0.0,179.62,0.0
3.07,3.1,3.0,5.06,5.06,5.06,0.0,179.62,0.0
3.13,3.3,3.0,5.06,5.06,5.06,0.0,179.62,0.0
3.1,3.0,3.0,5.06,5.06,5.06,0.0,179.62,0.0
3.47,4.3,3.0,5.06,5.06,5.06,0.0,179.62,0.0
3.5,3.1,3.1,5.06,5.06,5.06,0.0,179.62,0.0
2.97,3.1,2.9,5.06,5.06,5.06,0.0,179.63,0.0
3.03,3.1,2.9,5.05,5.06,5.05,0.0,179.63,0.0
3.03,3.2,2.8,5.05,5.06,5.05,0.0,179.63,0.0
3.53,4.6,2.8,5.06,5.06,5.06,0.0,179.63,0.0
4.07,4.4,3.2,5.06,5.06,5.06,0.0,179.63,0.0
2.97,2.9,2.8,5.06,5.06,5.06,0.0,179.63,0.0
3.0,3.2,2.8,5.06,5.06,5.06,0.0,179.63,0.0
3.07,3.2,3.0,5.06,5.06,5.06,0.0,179.63,0.0
3.03,3.0,2.9,5.06,5.06,5.06,0.0,179.63,0.0
3.47,4.4,2.9,5.06,5.06,5.06,0.0,179.63,0.0
121.0,181.4,3.1,5.03,5.02,5.01,1.0,179.64,0.15
139.48,132.7,121.5,5.02,5.03,5.01,1.0,179.65,0.15
112.55,92.4,92.4,5.03,5.03,5.02,1.0,179.65,0.15
78.9,141.2,3.1,5.04,5.06,5.02,0.0,179.65,0.0
3.43,4.5,2.8,5.06,5.06,5.06,0.0,179.65,0.0
2.97,3.1,2.8,5.06,5.06,5.06,0.0,179.65,0.0
3.07,3.4,2.8,5.06,5.06,5.06,0.0,179.65,0.0
3.63,4.4,3.1,5.06,5.06,5.06,0.0,179.65,0.0
